LastTimeWithData,ti,Time,Predict,Real
2023-11-20 17:00:00,1,2023-11-20 17:30:00,3.2139733880758286,1.0
2023-11-20 17:30:00,1,2023-11-20 18:00:00,0.3684609532356262,2.0
2023-11-20 18:00:00,1,2023-11-20 18:30:00,2.730353832244873,2.0
2023-11-20 18:30:00,1,2023-11-20 19:00:00,2.6330413222312927,3.0
2023-11-20 19:00:00,1,2023-11-20 19:30:00,3.867505669593811,1.0
2023-11-20 19:30:00,1,2023-11-20 20:00:00,1.9438905715942383,1.0
2023-11-20 20:00:00,1,2023-11-20 20:30:00,1.632434368133545,3.0
2023-11-20 20:30:00,1,2023-11-20 21:00:00,3.730531871318817,4.0
2023-11-20 21:00:00,1,2023-11-20 21:30:00,5.0568636655807495,5.0
2023-11-20 21:30:00,1,2023-11-20 22:00:00,5.9237969517707825,4.0
2023-11-20 22:00:00,1,2023-11-20 22:30:00,5.143672823905945,6.0
2023-11-20 22:30:00,1,2023-11-20 23:00:00,6.733718276023865,6.0
2023-11-20 23:00:00,1,2023-11-20 23:30:00,6.2736497819423676,6.0
2023-11-20 23:30:00,1,2023-11-21 00:00:00,6.447308659553528,9.0
2023-11-21 00:00:00,1,2023-11-21 00:30:00,9.134640499949455,10.0
2023-11-21 00:30:00,1,2023-11-21 01:00:00,10.645405411720276,10.0
2023-11-21 01:00:00,1,2023-11-21 01:30:00,10.020026113837957,10.0
2023-11-21 01:30:00,1,2023-11-21 02:00:00,10.10963886976242,10.0
2023-11-21 02:00:00,1,2023-11-21 02:30:00,10.23325802385807,10.0
2023-11-21 02:30:00,1,2023-11-21 03:00:00,10.075294628739357,10.0
2023-11-21 03:00:00,1,2023-11-21 03:30:00,10.104126393795013,10.0
2023-11-21 03:30:00,1,2023-11-21 04:00:00,9.898510128259659,11.0
2023-11-21 04:00:00,1,2023-11-21 04:30:00,10.521729290485382,9.0
2023-11-21 04:30:00,1,2023-11-21 05:00:00,8.335771083831787,9.0
2023-11-21 05:00:00,1,2023-11-21 05:30:00,7.8276127576828,5.0
2023-11-21 05:30:00,1,2023-11-21 06:00:00,0.7573261260986328,5.0
2023-11-21 06:00:00,1,2023-11-21 06:30:00,2.7279810905456543,1.0
2023-11-21 06:30:00,1,2023-11-21 07:00:00,0.0,0.0
2023-11-21 07:00:00,1,2023-11-21 07:30:00,0.0,1.0
2023-11-21 07:30:00,1,2023-11-21 08:00:00,0.0,0.0
2023-11-21 08:00:00,1,2023-11-21 08:30:00,0.0,0.0
2023-11-21 08:30:00,1,2023-11-21 09:00:00,0.0,0.0
2023-11-21 09:00:00,1,2023-11-21 09:30:00,0.0,0.0
2023-11-21 09:30:00,1,2023-11-21 10:00:00,0.0,1.0
2023-11-21 10:00:00,1,2023-11-21 10:30:00,0.6285217702388763,0.0
2023-11-21 10:30:00,1,2023-11-21 11:00:00,0.0,0.0
2023-11-21 11:00:00,1,2023-11-21 11:30:00,0.8343987464904785,2.0
2023-11-21 11:30:00,1,2023-11-21 12:00:00,2.792064368724823,1.0
2023-11-21 12:00:00,1,2023-11-21 12:30:00,1.8388984203338623,0.0
2023-11-21 12:30:00,1,2023-11-21 13:00:00,0.7256348729133606,4.0
2023-11-21 13:00:00,1,2023-11-21 13:30:00,4.508097290992737,8.0
2023-11-21 13:30:00,1,2023-11-21 14:00:00,9.051011085510254,8.0
2023-11-21 14:00:00,1,2023-11-21 14:30:00,8.597815036773682,7.0
2023-11-21 14:30:00,1,2023-11-21 15:00:00,7.018544176593423,5.0
2023-11-21 15:00:00,1,2023-11-21 15:30:00,5.2718550860881805,2.0
2023-11-21 15:30:00,1,2023-11-21 16:00:00,1.9679119177162647,5.0
2023-11-21 16:00:00,1,2023-11-21 16:30:00,5.3066136837005615,2.0
2023-11-21 16:30:00,1,2023-11-21 17:00:00,1.6911673843860626,2.0
2023-11-21 17:00:00,1,2023-11-21 17:30:00,2.0886571258306503,0.0
2023-11-21 17:30:00,1,2023-11-21 18:00:00,0.0,2.0
2023-11-21 18:00:00,1,2023-11-21 18:30:00,2.793766438961029,2.0
2023-11-21 18:30:00,1,2023-11-21 19:00:00,2.625887632369995,2.0
2023-11-21 19:00:00,1,2023-11-21 19:30:00,3.0756787061691284,3.0
2023-11-21 19:30:00,1,2023-11-21 20:00:00,4.037576794624329,0.0
2023-11-21 20:00:00,1,2023-11-21 20:30:00,0.5766803026199341,4.0
2023-11-21 20:30:00,1,2023-11-21 21:00:00,4.729059994220734,6.0
2023-11-21 21:00:00,1,2023-11-21 21:30:00,7.012983560562134,10.0
2023-11-21 21:30:00,1,2023-11-21 22:00:00,10.921684265136719,8.0
